customer_tweet_id,customer_text,apple_reply_text,is_dm_redirect,true_intent,true_routing,escalation_reason,predicted_intent,routing_decision,escalation_reason_predicted,drafted_reply,retrieved_precedent
307218,"@AppleSupport Hi there. on a iPhone6, I went from iOS8 (I know..) to 11.0.1. Not happy at all with my battery life. Can I go back to iOS10 ?",@189366 Let's work on your iPhone together. Meet up with us in DM to continue. https://t.co/GDrqU22YpT,false,battery_power_drain,escalate,requires_private_account_info,battery_power_drain,auto_handle,"","You can’t downgrade an iPhone 6 from iOS 11.0.1 to iOS 10. To improve battery life, try: 1) Check Battery Health in Settings > Battery > Battery Health. 2) Reset all settings (Settings > General > Transfer or Reset iPhone > Reset > Reset All Settings). 3) If battery health is <80%, consider a battery replacement. If you need a fresh start, back up and restore via iTunes/Finder.",@AppleSupport my iphone 6 battery life went from perfectly f; @AppleSupport just upgraded to IOS 11.0.3 and my battery lif; @AppleSupport ios 11 update killed my battery and battery li
44605,@AppleSupport I'm still unable to change my Apple ID from https://t.co/xvL3ugX1Kp to https://t.co/oT9ReP5yXv. I want to use my alias address https://t.co/XySlqjAcQs,@125899 We want to help out. Let's take a look here: https://t.co/xuZEqdPMFW,false,apple_id_account,escalate,requires_private_account_info,apple_id_account,auto_handle,"","To change your Apple ID to an alias address, sign in at appleid.apple.com, tap “Edit” → “Change Apple ID”, then enter the alias (e.g., you@icloud.com). If the alias isn’t accepted, it must be an @icloud.com address; otherwise contact Apple Support for further help.",@AppleSupport Can't change the Apple ID to @798.com Website ; @AppleSupport Why does the method posted today on changing y; @AppleSupport i need help changing my number on apple id I d
679344,@AppleSupport It gets very hot upon use too,@282091 DM us using the link below. We're glad to look into these issues with you. https://t.co/GDrqU22YpT,false,battery_power_drain,escalate,requires_private_account_info,battery_power_drain,auto_handle,"","If your iPhone feels hot during use, try these steps: 1️⃣ Update to the latest iOS. 2️⃣ Close background apps. 3️⃣ Disable “Background App Refresh” and “Location Services” for non‑essential apps. 4️⃣ Check Battery Health in Settings → Battery → Battery Health. 5️⃣ If the issue persists, consider a factory reset or visit an Apple Store.",@AppleSupport my iPhone is really hot and I'm scared; @AppleSupport my iPhone gets extremely hot I don't want the ; @AppleSupport every time my iphone 7 gets hot when I use it 
406643,"@AppleSupport After the recent update, I can no longer get to my main screen through my running armband. :( Can you fix that please?",@211920 Thank you for reaching out. May we ask which device you're referring to?,false,ios_update_issues,auto_handle,,ios_update_issues,auto_handle,"","Try resetting the armband: hold the button until the LED flashes, then reconnect it to your iPhone. If the issue persists, make sure the armband firmware is up‑to‑date via the companion app. If you still can’t access the main screen, let us know.","@AppleSupport I just want to be able to get back to a normal; @AppleSupport Yes, but the smudging is under the screen so I; @AppleSupport I've tried that didn't help. Now it's just a m"
1069930,@AppleSupport I can't answer text messages while on lock screen it'll always open the text message to iMessage to a different thread,@372465 Which version of iOS and which iPhone are you using? Have you already done any troubleshooting?,false,ios_update_issues,auto_handle,,out_of_scope_or_other,auto_handle,"","Check Settings → Messages → Replying to Messages from Lock Screen.  
Toggle “Reply with Message” off, then back on.  
If the issue persists, restart the device or reset the lock‑screen notification settings. This should keep the reply in the same thread.",Anyone else have problems with the @AppleSupport #iPhone ran; @AppleSupport I am trying to reset my security questions and; @AppleSupport Only on my lock screen. Regularly. Have notice
550718,@AppleSupport I just purchased this one and it's not working properly with my car aux cord,@248295 Could you send us a picture of what it is that you're using? Thanks.,false,connectivity_hardware,auto_handle,,connectivity_hardware,auto_handle,"","Check the aux cable and the car’s input: try a different cable or another pair of headphones. If the issue persists, reset the device’s audio settings (Settings → General → Reset → Reset Network Settings). Let us know the result.","@AppleSupport No, I bought it for the purpose of using it al; @AppleSupport hi guys. I need help with my iPod Touch; @AppleSupport Yeah I'm using those. But I have tried other h"
300071,@AppleSupport IOS 11 is draining My battery and I literally only used it twice for one little thing :(,@187554 We want to make sure you are getting the most out of your battery.  Which exact iOS version are you running now?,false,battery_power_drain,auto_handle,,battery_power_drain,auto_handle,"","Check Battery Usage in Settings > Battery to see which app is draining power. If it’s iOS 11, update to the latest iOS (Settings > General > Software Update). If the issue persists, try a hard reset or restore. For more help: https://t.co/xyz12345",@AppleSupport iOS 11 is draining my battery something horrib; @AppleSupport What did i wrong? Any version of ios 11 drains; @AppleSupport have you worked out why iOS 11 is draining my 
484487,@AppleSupport Seems to have resolved for now. Let you enter password but then froze and would not start up.,@230287 Glad to hear you could get in. Let us know if the password gives you any other trouble.,false,apple_id_account,auto_handle,,ios_update_issues,auto_handle,"","Try a hard‑restart: hold Power + Home (or Volume‑Down on newer models) until the Apple logo appears. If the issue recurs, back up via iCloud, then erase & restore from backup. If it still freezes, let us know the iOS version so we can check for known bugs.","@AppleSupport No it didn't help... still not opening; @AppleSupport OK. Its not working at all.. Just tried on iOS; @AppleSupport It was inaccessible at first, and then later w"
509587,@AppleSupport Found it on my Mac but it doesn't show up in my iTunes account.,@237069 We're glad you were able to find it on your Mac. Join us in DM so we can better assist you with your iTunes account: https://t.co/GDrqU2kzhr,false,app_store_billing,escalate,requires_private_account_info,apple_id_account,auto_handle,"","Make sure you’re signed in with the same Apple ID on both devices. On your Mac, go to Music → Preferences → Accounts and verify the Apple ID. Then sign out of iTunes on the other device, restart it, and sign back in. This should sync your library.",@AppleSupport It shows up there but not in my library or in ; @AppleSupport I need help with something related to iTunes :; @AppleSupport I'm not finding it
298488,@AppleSupport When are you planning to fix the battery issue! 😤😡,@187121 We're happy to look into this for you. Can you please tell us which iOS version you are currently on?,false,battery_power_drain,auto_handle,,battery_power_drain,auto_handle,"","Check your battery health in Settings → Battery → Battery Health. If it’s below 80 %, consider a replacement. Make sure iOS is up to date, try a hard restart, and run a battery‑usage diagnostic. If the issue persists, visit an Apple Store or schedule a repair.","@AppleSupport sorry that's not gonna help. pls fix the batte; @AppleSupport Yes, Please fix the battery drain issue.; @AppleSupport Battery down! Please🙏"
559169,@AppleSupport https://t.co/HlaihFFdxh,@247529 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,false,out_of_scope_or_other,auto_handle,,out_of_scope_or_other,auto_handle,"","Check Battery Usage in Settings → Battery → Battery Usage to see which apps consume the most power. If an app is draining, try updating it or uninstalling. Also, ensure iOS is up to date and consider resetting all settings if the issue persists.",@AppleSupport  https://t.co/LKcY88bLnW; @AppleSupport https://t.co/L0AIM81e3K; @AppleSupport  https://t.co/HHaT7zTStf
1148404,My phone tripping white lines just came across my screen @AppleSupport 🤷🏾‍♀️🤦🏾‍♀️😩,@390256 We're here to help. Do the lines appear to be permanent? Or do they go away after restarting?,false,connectivity_hardware,auto_handle,,connectivity_hardware,auto_handle,"","Check for debris or moisture on the screen and clean gently. If the lines persist, try a hard restart: hold Power + Volume‑Down (iPhone 8+) or Power + Home (iPhone 7 and earlier) until the Apple logo appears. If the issue remains, reset all settings (Settings → General → Reset → Reset All Settings). If it still shows, contact Apple Support or visit an Apple Store for repair.",@AppleSupport my display has got some lines from yesterday m; @AppleSupport yo why is my phone suddenly fucking up lol; Literally my phone screen just went black WTF @AppleSupport 
742530,@AppleSupport Yes it's enabled.,@297541 You may want to disable Wi-Fi assist while your apps are updating. Our website here has more info: https://t.co/DNbz8VNCBY,false,connectivity_hardware,auto_handle,,connectivity_hardware,auto_handle,"","Check your iOS version: Settings > General > About. If it’s below iOS 16, update to the latest release. Then verify Wi‑Fi is on and the device is connected. If the issue persists, try toggling Airplane Mode on/off.",@AppleSupport Yes it's enabled.; @AppleSupport Yeah it's enabled; @AppleSupport Yes
964386,"@AppleSupport I've checked all those, I haven't got the rotate lock on the side button or anything. What should I do now?",@348900 Let's move over to DM to continue. https://t.co/GDrqU22YpT,false,connectivity_hardware,escalate,requires_private_account_info,connectivity_hardware,auto_handle,"","Try a force‑restart: press and release Volume Up, press and release Volume Down, then hold the Side button until the Apple logo appears. After that, check Settings > Display & Brightness > Auto‑rotate to ensure it’s on. If the screen still rotates, let us know.","@AppleSupport I have rotation lock on; @AppleSupport my screen lock is definitely on but it keeps r; @AppleSupport Not sure what app I was using before, it's hap"
861968,"@AppleSupport since the newest update my battery drops literally 1% per second, what's happening? 😰",@324678 We can help. Send us a DM and we'll look into this with you. https://t.co/GDrqU22YpT,true,battery_power_drain,escalate,requires_private_account_info,battery_power_drain,escalate,requires_dm_troubleshooting,We’re sorry to hear that. I’ve forwarded your concern to our battery‑performance team so they can investigate. They’ll reach out shortly to help resolve this. Thank you for your patience.,@AppleSupport Now my battery is dying faster than before the; @AppleSupport why is the new update savaging my battery plea; @AppleSupport battery life has rapidly decreased after the n
146616,"@AppleSupport Yess it does & it shows up in my purchase history but as ""pending"", when i tried to purchase it again it told me that it's already purchased. I just don't understand why the price still shows up & why it asks if i wanna purchase it again but tells me its already there.","@149282 Thank you. Are you on a Family Share account? Please DM your answer, we'll meet you there to continue. https://t.co/GDrqU22YpT",true,app_store_billing,escalate,requires_private_account_info,app_store_billing,auto_handle,"","It sounds like the original payment is still processing. The “pending” status means the transaction hasn’t completed yet, so the app shows as purchased but the charge is still in‑flight. Once the payment clears, the price will drop and the app will be fully activated. If the charge remains pending after 24 hrs, contact Apple Support via the link below for a refund or to resolve the issue. https://t.co/SDIe7UiyJN","@AppleSupport Nope, it doesn't show up in ""Purchased"" on any; @AppleSupport Hi I've got a £9.99 pending transaction on my ; @AppleSupport Will this work if iTunes is saying I haven't b"
1072757,@AppleSupport Just strange to notice such a quicker battery drain this past week or so when I hadn't changed any of the previous settings,"@373129 Since you've optimized the settings, let's test it out over the next 24 hours. If you don't notice an improvement, let us know.",false,battery_power_drain,auto_handle,,battery_power_drain,auto_handle,"","Check Battery Usage in Settings → Battery → Battery Usage to see which apps use the most power. If an app is high, try updating or uninstalling it. Also, go to Settings → Battery → Battery Health to view your battery’s maximum capacity. If it’s below 80%, consider a battery replacement.",@AppleSupport why does the new update drain the battery so q; @AppleSupport No I think I updated around a week ago. The ba; @352118 @AppleSupport Seems to drain my battery faster too
695299,@AppleSupport @115858 been an Apple everything for years. The iPhone X will be my last Apple purchase. Terrible phone and OS. You guys are rushing or something because this is terrible.  You even messed up the i. Cmon man!!!!,@285829 We want to help. Tell us more about what's happening in DM. https://t.co/GDrqU22YpT,false,out_of_scope_or_other,escalate,requires_private_account_info,ios_update_issues,escalate,angry_customer_needs_human_tone,We’re sorry to hear how frustrating this is. I’ve forwarded your concerns to the right team and they’ll reach out shortly to help resolve the issue. Thank you for your patience.,@AppleSupport I'm all about the Apple products 200%!! This I; @AppleSupport Well… Since I have got my new iPhone X I am ha; Yo @115858 @AppleSupport took my iPhone X out the box to fin
845812,@AppleSupport if I would purchase an iPhone in the US w Applecare+ and take it back home to Netherlands. Do I then have warranty/support?,@321036 Yes you do.  Service will be limited to the options available in the country where serviced. Click here: https://t.co/5LvVEGfb8x,false,out_of_scope_or_other,auto_handle,,out_of_scope_or_other,auto_handle,"","Yes—AppleCare+ is valid worldwide. If you buy an iPhone in the U.S. with AppleCare+, you’ll have coverage and support wherever you’re in the Netherlands. Just keep your proof of purchase and AppleCare+ ID handy.",@AppleSupport is the warranty international? If I buy an iPh; @AppleSupport @115858  I'm a British citizen currently in In; @AppleSupport I bought an iPhone 8 with AppleCare+. Wanting 
794615,@AppleSupport The app is no longer available on the app store and I don't know how to contact the developer.,@309455 Do you see the app listed in your purchase history? This will help: https://t.co/aI2ywuA300,false,app_store_billing,auto_handle,,app_store_billing,auto_handle,"","If the app is no longer on the App Store, you can still find the developer’s contact info in the app’s purchase history. Open App Store → Your Account → Purchased, tap the app, then tap the developer’s name or “Developer Website” to reach out. If that’s not available, try searching the developer’s name on the web or in the App Store Connect help center.",@AppleSupport the app store isn't on my phone anymore; @AppleSupport My iPhone doesn't have an App Store. I don't u; @AppleSupport my app store's not working :(
1066797,@AppleSupport how do I begin the head start on pre-ordering the iPhone X?,"@179287 For help with answering your preordering questions, connect with our Apple Online Store support here: https://t.co/8yjRd1Xo0i",false,out_of_scope_or_other,auto_handle,,out_of_scope_or_other,auto_handle,"","We can help you get started. Please visit our online sales portal to begin the pre‑order process: https://t.co/8yjRd1Xo0i. If you need further assistance, our sales team is ready to support you.","@AppleSupport Hey guys, trying to get the ""head start"" on iP; @AppleSupport when does the pre order for the X start?; @AppleSupport Trying to pre-register for the iPhone X? Nothi"
236410,@AppleSupport @116333 with Watch is 4.0.1 I always get the Red Cross :( signal is far to weak on new watch. I may return it back to store https://t.co/3HM9Ev9gUk,@172307 Thanks for reaching out to us. Go ahead and DM us and we can certainly look into this with you further. https://t.co/GDrqU22YpT,false,connectivity_hardware,escalate,requires_private_account_info,connectivity_hardware,auto_handle,"","Check the watch’s signal strength by going to Settings > General > About and tapping the Wi‑Fi icon. If it shows “Weak,” try resetting network settings on the iPhone (Settings > General > Transfer or Reset iPhone > Reset > Reset Network Settings). If the issue persists, let us know the exact model and we’ll guide you through a factory reset or a return.",@AppleSupport I'm using the updated series 1 running watchOS; @AppleSupport Gotcha. Series 2 is acting weird since WatchOS; Hey @AppleSupport my @115858 watch face has NOT been right s
1075414,@AppleSupport why the hell did you just take $50 out of my account????,@373729 Let's get you in contact with our iTunes Store Support team. They can be reached here: https://t.co/SDIe7UiyJN,false,app_store_billing,escalate,financial_refund_request,app_store_billing,auto_handle,"","We’re sorry you’re seeing an unexpected charge. Check the App Store purchase history on your device (Settings → Apple ID → Media & Purchases → Purchase History). If it’s still unclear, let our billing team review it: https://support.apple.com/contact/billing.",@AppleSupport y'all keep taking money from me for no reason ; @AppleSupport why has iTunes taken money out my bank? Can yo; @AppleSupport Apple you are a bunch scam artist ! I just los
359834,@AppleSupport why can't my family see my iTunes music purchase on family sharing? I don't want/have Apple Music just normal iTunes.,@201227 We're glad we can assist. Let's start by making sure none of the purchases are hidden. https://t.co/jjLUETEY0J,false,apple_id_account,auto_handle,,apple_id_account,auto_handle,"","Make sure “Purchase Sharing” is turned on for your Family Sharing group. Go to Settings > your Apple ID > Family Sharing > Purchase Sharing and enable it. Then family members can see your iTunes purchases. If it’s already on, try signing out/on on each device.","@AppleSupport have family sharing set up with family plan, b; @AppleSupport why can't my sister listen to music she bought; @AppleSupport hi. I am using family sharing and was wonderin"
327308,"@AppleSupport hey apple,                                                     apple does not recognise visa payment from rwanda east africa please help include rwanda on your countries list. thanks","@194014 We appreciate you reaching out about this. iCloud storage upgrades aren't available in Rwanda at this time. We certainly value your feedback about this, and refer you to the steps in the following guide to help manage your storage: https://t.co/7vNd2QAL5s",false,app_store_billing,auto_handle,,app_store_billing,auto_handle,"","We’re sorry for the inconvenience. Try adding a new Visa card or a different payment method in Settings → Wallet & Apple Pay. If the card still isn’t accepted, contact your bank to ensure it’s enabled for international Apple purchases.","@AppleSupport Thanks, but tried all that before. Just doesn'; @AppleSupport I have a problem with Apple Turkey. They dont ; @AppleSupport hey guys any news on why Apple Pay isnt workin"
1073907,@AppleSupport why is my battery dying so quickly since the update it was fully charged two hours ago and I've hardly used my phone,@373385 We are here to help. DM us which iOS device you are using and we can take a look at this for you. https://t.co/GDrqU22YpT,false,battery_power_drain,auto_handle,,battery_power_drain,auto_handle,"","Check Settings > Battery for any app using >10% in the last 24 hrs. Disable Background App Refresh (Settings > General > Background App Refresh) and Low Power Mode (Settings > Battery). If the issue persists, try a soft reset or update to the latest iOS.",@AppleSupport ever since I updated my phone my battery has b; @AppleSupport how come since the update my battery dies two ; @AppleSupport after the new update my phone battery won't la
234394,@AppleSupport Yes I have.  Super slow opening up Apps.  Battery drain extraordinaire.  Terrible.,@171802 Send us a DM and let us know when you updated and the country you're in. https://t.co/GDrqU22YpT,true,battery_power_drain,escalate,requires_dm_troubleshooting,battery_power_drain,escalate,angry_customer_needs_human_tone,We hear you—slow app launches and rapid battery drain can be frustrating. I’m connecting you with our technical team so they can dive deeper and help resolve this. Thank you for your patience.,@AppleSupport Yeah. Every app I open takes minutes to load a; @AppleSupport New iOS stinks. Slowed everything waaaaay down; @AppleSupport It is extremely slow when opening anything on 
598165,"@AppleSupport so I got my new iPhone X 2 days ago and I have the crackling and buzzing issue , have you confirmed what the problem is ? Software or hardware ?","@261806 Congratulations on your new iPhone X. We want you to be happy with the device. Let us know more about when you here this sound in DM. Also, let us know what iOS you are currently running. Find this in Settings > General > About. https://t.co/GDrqU22YpT",false,connectivity_hardware,escalate,requires_private_account_info,connectivity_hardware,auto_handle,"","Check that your iPhone X is running the latest iOS. If the issue persists after updating, try a hard reset (hold Power + Volume Down until the Apple logo). If the crackling continues, it’s likely a hardware defect—contact Apple Support or visit an Apple Store for repair.","@AppleSupport I received my iPhone X a few days ago and noti; Hey @AppleSupport received my iphone x today. But, what's go; @AppleSupport And now my less than 2 week old iPhone X is cr"
1022604,@AppleSupport I cleaned my home button multiple times. It's pushed into the itouch itself and I don't have the ability to do anything major.,"@361979 Thank you for trying. Please send us a DM, and we'll continue working towards a resolution there. https://t.co/GDrqU22YpT",true,connectivity_hardware,escalate,requires_private_account_info,connectivity_hardware,auto_handle,"","Try enabling AssistiveTouch to use the screen as a virtual home button: Settings > Accessibility > Touch > AssistiveTouch. If the physical button still feels stuck, a quick reset (hold Power + Home until Apple logo) may help. If the issue persists, visit a nearby Apple Store or authorized service provider.","@AppleSupport I did it myself. I thought it may have been a ; @AppleSupport Thanks ❤️. Im using iphone 6. I've restarted s; @AppleSupport it just closes unexpectedly, like i️ hit the h"
332061,@AppleSupport iOS 11. Music app and Twitter app,@195063 Thank you. Does this happen when playing video through other apps as well or does the problem seem to be limited to Twitter?,false,out_of_scope_or_other,auto_handle,,ios_update_issues,auto_handle,"","Try updating to the latest iOS version (Settings → General → Software Update). If that’s already installed, delete and reinstall the Music and Twitter apps. If the issue persists, restart your device and check for any pending app updates.",@AppleSupport Yes the music app and iOS 11.2; @AppleSupport With Apple Music; @AppleSupport Music app
152859,@AppleSupport Does the Apple One Day Event free gift cards also apply to purchases made with the Education pricing program?,@150962 The promotion does not extend to items purchased through the education store. You can check out all the terms and conditions here: https://t.co/brShyI4VYU,false,app_store_billing,auto_handle,,app_store_billing,auto_handle,"","Apple One Day Event free gift cards can’t be combined with Education pricing. If you’re using an Education discount, the free gift card won’t apply to those purchases. For more details, visit https://support.apple.com/education.","@AppleSupport Heard your offering a deal today, That you rec; @AppleSupport I have a question about the Apple Store gift c; @AppleSupport hey i read online i could use my itunes gift c"
410527,"having prob with my app store, cant even download a single app! please fix it @AppleSupport 😪",@212924 We'd love to help with the App Store! What happens when you try to download an app? Do you get an error message?,false,out_of_scope_or_other,auto_handle,,app_store_billing,auto_handle,"","Try these steps: 1️⃣ Restart your device. 2️⃣ Make sure Wi‑Fi or cellular data is on. 3️⃣ Go to Settings → Apple ID → iCloud → iCloud Drive and toggle it off/on. 4️⃣ If still stuck, sign out of your Apple ID in Settings → iTunes & App Store and sign back in. Let us know if the issue persists.",The App Store not letting me download any apps 🙄 @AppleSuppo; @AppleSupport please fix your app store servers.. it's not w; @AppleSupport is the App Store down ?? I can't download any 
300577,@AppleSupport hey do i need to bring the box my macbook came in if i'm bringing it to the apple store to be repaired ?,@187662 You can if you're wanting to transport the MacBook in the box. It's not needed for anything else though: https://t.co/2wLFg768pI,false,out_of_scope_or_other,auto_handle,,out_of_scope_or_other,auto_handle,"","If your MacBook is still under warranty or AppleCare+, you can bring it in without the original box. Just bring the device, proof of purchase, and any relevant accessories. If you have the box, it’s helpful but not required.","@AppleSupport to recycle an Apple device, do I just bring it; @AppleSupport I requested for a repair and I was told I woul; @AppleSupport I don't know of I should just bring it to the "
245348,Battery drains fast with #iOS11 and new #iPhone8. @AppleSupport #apple,@174250 Thanks for reaching out. DM the specific iOS version you're using so we can help. https://t.co/GDrqU22YpT,false,battery_power_drain,auto_handle,,battery_power_drain,auto_handle,"","Check Battery Usage in Settings → Battery → Battery Usage to see which apps use most power. Try a full charge cycle, disable Background App Refresh, and make sure iOS is up‑to‑date. If the drain persists, reset all settings (Settings → General → Reset).","@AppleSupport bought a new iPhone yesterday. Upgraded to ios; #iOS11 loves battery, draining too fast, need a fix asap @Ap; Dear @AppleSupport, ever since I upgraded to #ios11 my batte"
243294,@AppleSupport WIfi,"@173773 Great, thanks. Were you connect to a personal home network, business or public Wi-Fi when this occurred?",false,connectivity_hardware,auto_handle,,connectivity_hardware,auto_handle,"","Check your Wi‑Fi connection: tap Settings → Wi‑Fi, toggle it off/on, and reconnect. If that doesn’t help, try resetting network settings (Settings → General → Transfer or Reset iPhone → Reset → Reset Network Settings). If the issue persists, let us know.",@AppleSupport Wifi; @AppleSupport Wifi.; @AppleSupport wi-fi
356862,"@AppleSupport Hey, just remembered my .Mac account and it still works, anyway to merge it with my current iCloud account?","@200737 Being separate email accounts, the best option would be forwarding to consolidate. https://t.co/VZg6t959Fh can help with that.",false,apple_id_account,auto_handle,,apple_id_account,auto_handle,"","Apple IDs cannot be merged. If you want to use the same email, you can change the email address on one account, but purchases and data stay separate. Let us know if you need help updating the email or transferring data.","@AppleSupport is it possible to merge accounts? I have a new; @AppleSupport I have. I can log into my other account, but m; @AppleSupport I'm stuck with an old account from a job from "
257761,Hey @118721 @applesupport is there an issue with iTunes Store just now? I can't purchase from two of my devices,@177317 We're here to help. Everything's looking good on our side: https://t.co/7NVrDovSd8 DM us more about the issue you're experiencing.,false,app_store_billing,escalate,requires_private_account_info,app_store_billing,auto_handle,"","Check that your payment method is up‑to‑date and that both devices have a stable internet connection. Try signing out of the Apple ID in Settings → iTunes & App Store, then sign back in. If the issue persists, update iOS/macOS to the latest version and restart the device.",@AppleSupport having trouble purchasing something on the iTu; @115858 @118936 @118721 @AppleSupport I don't understand why; Does anyone know what's going on with iTunes?! @AppleSupport
624193,@116333 @AppleSupport Looking forward to see this fixed by iOS 27.,"@218604 Thanks for the recording, does this happen every time the app switcher is active?",false,out_of_scope_or_other,auto_handle,"",ios_update_issues,auto_handle,"",We’re working on a fix for this in the next iOS release. Keep an eye on the “Software Update” section in Settings or check our support page for the latest news: https://support.apple.com/updates.,@245209 @AppleSupport Glad this was a help. Hopefully there ; @AppleSupport Seems like the update that just came out from ; @AppleSupport Sent. I am hopeful a new update is coming soon
4881,@AppleSupport iOS 11.1,@116856 Are all of your apps updated as well?,false,ios_update_issues,auto_handle,,out_of_scope_or_other,auto_handle,"","iOS 11.1 is no longer supported. Please update to the latest iOS version: Settings → General → Software Update. If you’re on a device that can’t update, let us know the model so we can guide you further.",@AppleSupport Ios 11.1; @AppleSupport iOS 11.1; @AppleSupport iOS 11.1
1007646,"@AppleSupport MacBook> App SignIn doesn't work. Says my password is wrong. Changed it, unrecognised error occurs>>says to try again later. Any guesses?",@355838 We'll assist or get you to a team that can. Has your Apple ID password been changed recently? Does the Mac share that password?,false,apple_id_account,escalate,requires_private_account_info,apple_id_account,auto_handle,"","Check that the password you’re entering matches the one in your Keychain. If it’s correct, try signing out of the App Store, restarting the Mac, and signing back in. If the issue persists, reset your Apple ID password via https://iforgot.apple.com.",Right @AppleSupport my password has stopped being accepted. ; @AppleSupport trying to download app from Apple Store on mac; @AppleSupport Or it says could not sign in
746876,"Hey @AppleSupport, is it normal that the new iOS has WiFi connectivity issues? (iPhone 7+)",@298541 Thanks for reaching out. We can help. Can you clarify the issue? Are you having issues connecting or staying connected to a network?,false,connectivity_hardware,auto_handle,,connectivity_hardware,auto_handle,"","Check your Wi‑Fi settings: go to Settings → Wi‑Fi, forget the network, then reconnect. If that doesn’t help, try Reset Network Settings (Settings → General → Transfer or Reset iPhone → Reset → Reset Network Settings). If the issue persists, update to the latest iOS or contact support.",Has anybody had Wi-Fi issues since updating to iOS 11.0.2? @; @AppleSupport 7 plus. The wifi connection is good; Hey @AppleSupport since the latest update the wifi is crap o
667820,"@AppleSupport @115858 since I updated my 6, it is working hell. Battery runs only half day, continuously hangs up & often restarts. Pls help!","@279187 We'd love to help.  Which specific iOS version are you using?  Also, are all apps updated?",false,ios_update_issues,auto_handle,,battery_power_drain,auto_handle,"","Check your battery health (Settings > Battery > Battery Health). If it’s below 80 %, consider a replacement. Then try a hard reset (hold Power + Home until Apple logo). If the issue persists, back up and restore via iTunes/Finder. If problems continue, visit an Apple Store.",@AppleSupport 6s and the latest update 11.3  it had a great ; @AppleSupport Is there ANY solution to fixing my iPhone 6 ba; @AppleSupport @271136 Same here with my 6 Plus. It hates thi
561817,"@AppleSupport Then a connect to itunes with cable. Check wi-fi connection, sync and nothing happens! https://t.co/4DWtkbEaes","@251469 Okay, thanks. Let's get to DM for our next steps. https://t.co/GDrqU22YpT",false,connectivity_hardware,escalate,requires_private_account_info,connectivity_hardware,auto_handle,"","Try these quick steps: 1️⃣ Make sure the cable is in good condition and try a different USB port. 2️⃣ Open iTunes, select your device, then click “Sync.” 3️⃣ If it still won’t appear, update iTunes to the latest version or reinstall it. 4️⃣ Restart both your Mac/PC and the iPhone. If the issue persists, let us know the exact error message. https://support.apple.com/en-us/HT204023",@AppleSupport I've tried EVERYTHING and iTunes refuses to co; @AppleSupport Actually got it to work but did it the old fas; @AppleSupport iTunes won't show up my iPhone so I can't sync
521338,"@AppleSupport I have an iPhone7, 11.1.2. I've restarted, made sure software is up to date, checked they've downloaded properly. No luck?",@240355 Thank you for that info. Let's have you take a look and see if your purchases are hidden. This article will guide you through checking to see if the purchases are hidden: https://t.co/jjLUETEY0J,false,app_store_billing,auto_handle,,ios_update_issues,auto_handle,"","Try freeing up space: Settings > General > iPhone Storage, delete unused apps or media. If space is fine, reset network settings (Settings > General > Transfer or Reset iPhone > Reset > Reset Network Settings). Then attempt the update again.","@AppleSupport iPhone 7 and yes the software is up to date; @AppleSupport I cannot download and update apps on my iPhone; @AppleSupport Iphone 7 plus and Ios 11
And they wont downloa"
587040,"@AppleSupport how come features that my Watch had in earlier software releases are now gone? Eg browse iPhone's music library from Watch, add to Up Next queue using Siri on Watch. These were features I used all the time, doesn't seem right that functionality gets removed.",@258643 Those are wonderful features and we'll be happy to look into this with you today. Let's begin by getting a little info on the watch and your iPhone. What are the current watchOS and iOS versions displaying?,false,ios_update_issues,auto_handle,,ios_update_issues,auto_handle,"","We’re constantly refining WatchOS, and some legacy features are replaced with newer ways to do the same thing. For example, you can now add songs to Up Next via the “Up Next” widget or the new “Add to Up Next” button in the Music app. If you’d like to share feedback on the changes, let us know here: https://t.co/ODFtc9V7Tq",@AppleSupport Tell me you're bringing back the possibility t; @AppleSupport iPhone 7 and series 2 Watch.  Both are updated; @AppleSupport I wish you guys would bring back the old music
1082432,@AppleSupport is it possible to walk in to an Apple store on 11/03 and enroll in the iPhone upgrade plan as a T-mobile customer on the spot?,@375327 For best assistance with our iPhone Upgrade Program please reach out to our Advisors here: https://t.co/8yjRd1Xo0i,false,out_of_scope_or_other,auto_handle,,out_of_scope_or_other,auto_handle,"","You can enroll in the iPhone Upgrade Program in‑store on 11/03. Bring your T‑Mobile account info, a valid ID, and your current iPhone (or a pre‑labeled box if you’re trading it in). For details, visit https://support.apple.com/en-us/HT210015.","@AppleSupport I've tried to do the upgrade program online an; Hmm, not seeing the iPhone upgrade program pre-qualify in th; @AppleSupport I have the iPhone upgrade plan and need to tur"
965710,"Hey @AppleSupport. Had my device 3 months and a key developed a fault, had it back from store today and the mechanism behind the key is now snapped. No device = loss of income; this is my only required tool. Disappointed & want to switch, can I get full refund? Laptop was £3,250!","@349169 We want to look into this with you to see how we can help. To start, please connect with us in DM: https://t.co/GDrqU22YpT",false,app_store_billing,escalate,financial_refund_request,out_of_scope_or_other,escalate,financial_refund_request,I’m sorry to hear about the key issue and the impact it’s had. I’ve forwarded your case to our support team so they can review your refund request and next steps. We’ll get back to you shortly.,"Second key has given up on me.. do you guys charge for repai; @AppleSupport I purchased a Macbook Pro 13"" Touchbar and wit; @AppleSupport I purchased a new MacBook Pro yesterday 10-7-1"
